budget_code,description,approved_amount,zone_text,budget_type
26010103,تملک خیابان زیر دکل برق در محدوده منطقه 2,100000000000,02 منطقه دو,capital
2601010301,تملک خیابان زیر دکل برق در محدوده منطقه 2,100000000000,02 منطقه دو,capital
26010104,تملک پایانه‌ صمدیه,125000000000,02 منطقه دو,capital
2601010401,تملک پایانه‌ صمدیه,125000000000,02 منطقه دو,capital
26010105,تملک خیابان کمکی امام خمینی (ره)-حد فاصل انتهای خیابان بابک تا محله مشکین,110000000000,02 منطقه دو,capital
2601010501,تملک خیابان کمکی امام خمینی (ره)-حد فاصل انتهای خیابان بابک تا محله مشکین,110000000000,02 منطقه دو,capital
26010106,تملک خیابان شهید عطایی بابوکان,170000000000,02 منطقه دو,capital
2601010601,تملک خیابان شهید عطایی بابوکان,170000000000,02 منطقه دو,capital
26010108,تملک فضای سبز بین النهرین - شمس آباد,0,02 منطقه دو,capital
2601010801,تملک فضای سبز بین النهرین - شمس آباد,0,02 منطقه دو,capital
27010001,حقوق و امتیازات,250000000,02 منطقه دو,capital
2701000101,حقوق و امتیازات,250000000,02 منطقه دو,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,2630000000,03 منطقه سه,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,7250000000,03 منطقه سه,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,7250000000,03 منطقه سه,capital
21030004,نصب پلاک‌های شهرداری و شماره‌گذاری معابر,7100000000,03 منطقه سه,capital
2103000401,نصب پلاک‌های شهرداری و شماره‌گذاری معابر,7100000000,03 منطقه سه,capital
2103000606,احداث شبکه روشنایی بوستان حبیب,0,03 منطقه سه,capital
2103000608,احداث شبکه روشنایی بوستان پنج شنبه ها,0,03 منطقه سه,capital
2103000610,احداث شبکه روشنایی خیابان مشتاق از بلوار خواجو,0,03 منطقه سه,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,14000000000,03 منطقه سه,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,14000000000,03 منطقه سه,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,03 منطقه سه,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,03 منطقه سه,capital
2103001004,تجهیز حسینیه‌ها جهت بهره‌برداری ورزشی تفریحی,12000000000,03 منطقه سه,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,12200000000,03 منطقه سه,capital
2103001603,تعویض مجموعه طنابی پارک مشتاق و شهیدرجایی,4000000000,03 منطقه سه,capital
2103001604,احداث مجموعه بازی پارک مدرس,0,03 منطقه سه,capital
2103001605,احداث مجموعه بازی پارک لت فر 1و2,0,03 منطقه سه,capital
2103001606,احداث مجموعه بازی پارک راران,0,03 منطقه سه,capital
2103001607,خرید و نصب کف پوش پارک هزارجریب سایت کشتی,0,03 منطقه سه,capital
21030018,خرید پساب,0,03 منطقه سه,capital
2103001801,خرید پساب,0,03 منطقه سه,capital
21030019,حفر، لایروبی کف‌شکنی و تجهیز چاه فضای سبز,13500000000,03 منطقه سه,capital
2103001901,حفر، لایروبی کف‌شکنی و تجهیز چاه فضای سبز,13500000000,03 منطقه سه,capital
21030020,شبکه آبیاری و توزیع آب,41356000000,03 منطقه سه,capital
2103002001,شبکه آبیاری و توزیع آب,195000000,03 منطقه سه,capital
21030021,ساماندهی پارک و قطعات فضای سبز,66900000000,03 منطقه سه,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,29400000000,03 منطقه سه,capital
2103002103,ساماندهی پارک توحید خانه,0,03 منطقه سه,capital
2103002106,ساماندهی فضای سبز مادی خراسانی,0,03 منطقه سه,capital
2103002107,ساماندهی فضای سبز میدان امام (ره),0,03 منطقه سه,capital
2103002120,ساماندهی فضای سبز چهارباغ عباسی,17700000000,03 منطقه سه,capital
2103002123,ساماندهی پارک هشت بهشت (شهیدرجایی),9800000000,03 منطقه سه,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,37000000000,03 منطقه سه,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,29000000000,03 منطقه سه,capital
21030027,مبلمان ایستگاه اتوبوس شهری,6950000000,03 منطقه سه,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,6950000000,03 منطقه سه,capital
2103002804,تملك و بازگشايي گلوگاه هاي ترافیکی محلات سطح منطقه,0,03 منطقه سه,capital
2103002805,نماسازی مسجد قمر بنی هاشم (ع),0,03 منطقه سه,capital
2103002806,ساماندهی جداره های پیرامون مسجد جامع,0,03 منطقه سه,capital
21030030,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,30000000000,03 منطقه سه,capital
2103003001,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,30000000000,03 منطقه سه,capital
21030031,نوسازی سازه های فرسوده راهنمای مسیر,2500000000,03 منطقه سه,capital
2103003101,نوسازی سازه های فرسوده راهنمای مسیر,2500000000,03 منطقه سه,capital
21030032,هوشمندسازی تقاطع ها,9230000000,03 منطقه سه,capital
2103003201,هوشمندسازی تقاطع ها,9230000000,03 منطقه سه,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,2000000000,03 منطقه سه,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,2000000000,03 منطقه سه,capital
21030035,بند 14 و ماده 110 قانون شهرداری,11000000000,03 منطقه سه,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,11000000000,03 منطقه سه,capital
21030036,حفر و تنقیه چاه‌های آب باران,9000000000,03 منطقه سه,capital
2103003601,حفر و تنقیه چاه‌های آب باران,9000000000,03 منطقه سه,capital
21030037,احداث آبراهه و کانیو,4300000000,03 منطقه سه,capital
2103003701,احداث آبراهه و کانیو,4300000000,03 منطقه سه,capital
21030039,واکاری درختان,7000000000,03 منطقه سه,capital
2103003901,واکاری درختان,7000000000,03 منطقه سه,capital
21030043,تهيه و نصب پلاك پستي_x000D_,60000000000,03 منطقه سه,capital
2103004301,تهيه و نصب پلاك پستي,60000000000,03 منطقه سه,capital
21030101,گذر صنایع دستی,10000000000,03 منطقه سه,capital
2103010101,گذر صنایع دستی,10000000000,03 منطقه سه,capital
21030103,تکمیل محور تاریخی –گردشگری چهار باغ عباسی (حدفاصل مادی نیاصرم تا سی و سه پل),150000000000,03 منطقه سه,capital
2103010301,تکمیل محور تاریخی –گردشگری چهار باغ عباسی (حدفاصل مادی نیاصرم تا سی و سه پل),150000000000,03 منطقه سه,capital
21030105,تکمیل مرمت پهنه تاریخی جنوب و شرق میدان امام(ره),0,03 منطقه سه,capital
2103010501,تکمیل مرمت پهنه تاریخی جنوب و شرق میدان امام(ره),0,03 منطقه سه,capital
21030106,سیستم اطفا حریق بازار میدان امام(ره),5000000000,03 منطقه سه,capital
2103010601,سیستم اطفا حریق بازار میدان امام(ره),5000000000,03 منطقه سه,capital
21030108,ساماندهی پلازا مقابل هتل عباسی,100000000000,03 منطقه سه,capital
2103010801,ساماندهی پلازا مقابل هتل عباسی,100000000000,03 منطقه سه,capital
21030109,پیاده راه سازی خیابان حافظ,80000000000,03 منطقه سه,capital
2103010901,پیاده راه سازی خیابان حافظ,80000000000,03 منطقه سه,capital
21030110,تکمیل و بهسازی میدان امام علی (ع),0,03 منطقه سه,capital
2103011002,تجهیز میدان امام علی(ع),0,03 منطقه سه,capital
2103011003,اعلام و اطفا حریق پارکینگ میدان امام علی(ع),0,03 منطقه سه,capital
2103011004,بازسازی آسانسورهای میدان امام علی(ع),0,03 منطقه سه,capital
2103011005,بهسازي ، اصلاح درزهاي انبساطي و دفع آبهاي سطحي میدان امام علی (ع),0,03 منطقه سه,capital
21030113,احداث منبع آب پارک مشتاق,30000000000,03 منطقه سه,capital
2103011301,احداث منبع آب پارک مشتاق,30000000000,03 منطقه سه,capital
21030129,اصلاح فضائی و مرمت موزه هنر های معاصر,20000000000,03 منطقه سه,capital
2103012901,اصلاح فضائی و مرمت موزه هنر های معاصر,20000000000,03 منطقه سه,capital
21030130,خانه تخصصی کودک و نوجوان,80000000000,03 منطقه سه,capital
2103013001,خانه تخصصی کودک و نوجوان,80000000000,03 منطقه سه,capital
21030155,گذر ادبی و مرمت مقبره کمال اسماعیل,100000000000,03 منطقه سه,capital
2103015501,گذر ادبی و مرمت مقبره کمال اسماعیل,100000000000,03 منطقه سه,capital
21030187,احیای مسیر گردشگری دروازه حسن آباد تا چهار سوق آجری,20000000000,03 منطقه سه,capital
2103018701,احیای مسیر گردشگری دروازه حسن آباد تا چهار سوق آجری,20000000000,03 منطقه سه,capital
2103024603,پیاده رو سازی خیابان استانداری حدفاصل مادی فرشادی تا خیابان حکیم,80000000000,03 منطقه سه,capital
