budget_code,description,approved_amount,budget_type
2103010501,تکمیل مرمت پهنه تاریخی جنوب و شرق میدان امام(ره),0,capital
21030106,سیستم اطفا حریق بازار میدان امام(ره),5000000000,capital
2103010601,سیستم اطفا حریق بازار میدان امام(ره),5000000000,capital
21030108,ساماندهی پلازا مقابل هتل عباسی,100000000000,capital
2103010801,ساماندهی پلازا مقابل هتل عباسی,100000000000,capital
21030109,پیاده راه سازی خیابان حافظ,80000000000,capital
2103010901,پیاده راه سازی خیابان حافظ,80000000000,capital
21030110,تکمیل و بهسازی میدان امام علی (ع),0,capital
2103011002,تجهیز میدان امام علی(ع),0,capital
2103011003,اعلام و اطفا حریق پارکینگ میدان امام علی(ع),0,capital
2103011004,بازسازی آسانسورهای میدان امام علی(ع),0,capital
2103011005,بهسازی ، اصلاح درزهای انبساطی و دفع آبهای سطحی میدان امام علی (ع),0,capital
21030113,احداث منبع آب پارک مشتاق,30000000000,capital
2103011301,احداث منبع آب پارک مشتاق,30000000000,capital
21030129,اصلاح فضائی و مرمت موزه هنر های معاصر,20000000000,capital
2103012901,اصلاح فضائی و مرمت موزه هنر های معاصر,20000000000,capital
21030130,خانه تخصصی کودک و نوجوان,80000000000,capital
2103013001,خانه تخصصی کودک و نوجوان,80000000000,capital
21030155,گذر ادبی و مرمت مقبره کمال اسماعیل,100000000000,capital
2103015501,گذر ادبی و مرمت مقبره کمال اسماعیل,100000000000,capital
21030187,احیای مسیر گردشگری دروازه حسن آباد تا چهار سوق آجری,20000000000,capital
2103018701,احیای مسیر گردشگری دروازه حسن آباد تا چهار سوق آجری,20000000000,capital
2103024603,پیاده رو سازی خیابان استانداری حدفاصل مادی فرشادی تا خیابان حکیم,80000000000,capital
2103024605,تجهیز میدان امام علی(علیه السلام),20000000000,capital
2103024606,ساماندهی پارکینگ های موتورسیکلت محدوده بازار بزرگ,13000000000,capital
2103024607,احیای سقاخانه های موجود در گذرهای تاریخی,3000000000,capital
2103024609,احداث شبکه روشنائی بوستان مشتاق,10000000000,capital
2103024610,ساماندهی چشمه باقرخان از پاقلعه تا گلزار ( با تاکید بر افزایش نفوذپذیری بستر),20000000000,capital
2103024611,احداث منبع آب پارک شهید رجایی,40000000000,capital
2103024612,مبلمان ویژه خیابان چهار باغ خواجو,15000000000,capital
2103024613,ساماندهی پیاده روهای پارک شهید رجایی,30000000000,capital
2103024614,تکمیل گذرهای پیرامون بازار زر,38000000000,capital
2103024615,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر فرعی سطح منطقه,25000000000,capital
2103024619,احیاء محور گردشگری تاریخی مقبره باباقاسم تا امام زاده درب امام و مسجد جامع,200000000000,capital
2103024625,احداث جایگاه شارژ خودرو برقی,0,capital
2103024626,ساماندهی بازیکده پارک موضوعی، علمی و آموزشی مشتاق,0,capital
2103024628,احداث محوطه چند منظوره میدان خواجو,30000000000,capital
2103024629,بهسازی پل های عابر پیاده مکانیزه,0,capital
2103024631,بهسازی کف فرش کوچه شهید عمرانی (ضلع جنوب مسجد امام (ره)),0,capital
2103024632,بهسازی آسفالت پیاده روی خیابان سیدابوالحسن اصفهانی,0,capital
2103024635,خرید (تعویض) ایستگاههای سیار بازیافت-خیابان سیدابوالحسن اصفهانی,0,capital
2103024636,روشنایی چهارباغ عباسی,0,capital
2103024643,سرویس بهداشتی پیش ساخته بتنی مادی نیاصرم,0,capital
2103024644,نصب سردیس های پارک توحید خانه,0,capital
2103024645,بازسازی و تعمیرات اساسی بانوسرای آفتاب,9000000000,capital
2103024649,احداث پارکینگ موتورسیکلت در حاشیه خیابانها,0,capital
2103024650,احداث بارانداز در خیابان عبدالرزاق,0,capital
2103024653,تملک و بازگشایی گلوگاه های ترافیکی محلات سطح منطقه,0,capital
2103024666,تملک و بازگشایی گلوگاه ها و روان بخشی بافت محلات,324000000000,capital
2103024702,بهسازی پیاده رو خیابان گلزار,30000000000,capital
2103024704,مرمت محور تاریخی باباقاسم (پهنه تاریخی سلجوقی),0,capital
2103024708,ساماندهی مادی راران حد فاصل خیابان احمد آباد تا خیابان گلزار ( با تاکید بر افزایش نفوذپذیری بستر),20000000000,capital
2103024709,جدول گذاری خیابان های سطح منطقه,0,capital
2103024711,احداث محوطه چند منظوره ورودی مادی نیاصرم,15000000000,capital
2103024713,نماسازی مسجد قمر بنی هاشم (ع),3000000000,capital
2103024714,آسفالت معابر فرعی محلات گلزار و قلعه طبره,13000000000,capital
2103024717,احداث سالن ورزشی محله دردشت,10000000,capital
2103024718,مرمت سقف و بدنه بازارچه دردشت,20000000000,capital
2103024719,بازسازی سقف و مرمت کف و بدنه گذر قصر,40000000000,capital
2103024720,احداث پاتوق شهری جنوب مسجد جامع,0,capital
2103024722,مرمت محور تاریخی هارونیه (پهنه تاریخی سلجوقی),0,capital
21040102,مشارکت در تملک یا احداث طرح چشمه های نورانی,40000000000,capital
2104010202,احداث فانوس نورانی بوستان مشتاق,10000000000,capital
2104010203,احداث فانوس نورانی پارک شهید رجایی,30000000000,capital
2104010204,مشارکت در تملک یا احداث طرح چشمه های نورانی- مسجد نورباران,0,capital
2104010205,مشارکت در تملک یا احداث طرح چشمه های نورانی- مسجد ملک,0,capital
21040105,تکمیل ساختمان پروژه کمرزرین,10000000,capital
2104010501,تکمیل ساختمان پروژه کمرزرین,10000000,capital
22010001,خرید ماشین آلات و وسایل نقلیه,6500000000,capital
2201000101,خرید ماشین آلات و وسایل نقلیه,6500000000,capital
22020002,تجهیزات اداری,3800000000,capital
2202000201,تجهیزات اداری,3800000000,capital
22020003,تجهیزات رایانه ای,10220000000,capital
2202000301,تجهیزات رایانه ای,10220000000,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,200000000,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,200000000,capital
22090001,لوازم فنی و تجهیزات,3500000000,capital
2209000101,لوازم فنی و تجهیزات,2000000000,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,1500000000,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,capital
26010106,تملک ایستگاه های قطار شهری,300000000000,capital
2601010601,تملک ایستگاه های قطار شهری,300000000000,capital
26010108,تملک پارکینگ میدان شهدا,125000000000,capital
2601010801,تملک پارکینگ میدان شهدا,125000000000,capital
26010121,تملک جلوخان مسجد جامع,300000000000,capital
2601012101,تملک جلوخان مسجد جامع,300000000000,capital
27010001,حقوق و امتیازات,50000000,capital
2701000101,حقوق و امتیازات,50000000,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,5700000000,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,6900000000,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,6900000000,capital
21030004,نصب پلاکهای شهرداری و شمارهگذاری معابر,15300000000,capital
2103000401,نصب پلاکهای شهرداری و شمارهگذاری معابر,15300000000,capital
2103000602,احداث شبکه روشنائی جاده سلامت حدفاصل پل غدیر تا تپه سارویه,26000000000,capital
2103000603,احداث شبکه روشنایی پارک رودابه,0,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,24000000000,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,24000000000,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
